4126482195828610|02|2226|772
4126489592477690|02|2230|562
4126488721541853|06|2224|375
4126485709117638|10|2224|550
4126489809078473|10|2229|748
4126482738863394|03|2227|686
4126489280375382|01|2224|751
4126488103761285|02|2232|564
4126481785189227|12|2224|579
4126481386517069|02|2230|472
4126485712657675|11|2224|244
4126488985294023|12|2223|807
4126487150393920|12|2232|714
4126486686071590|10|2231|669
4126486184391171|06|2230|700
4126486115166734|05|2224|848
4126488985967228|05|2233|605
4126484202893901|12|2228|172
4126485691432594|08|2226|396
4126488688795924|06|2233|485
4126488158446344|06|2227|839
4126483970784046|05|2230|575
4126488698664560|07|2224|702
4126489546878345|01|2223|166
4126483499206715|03|2228|664
4126481298261054|12|2226|260
4126483506642490|04|2223|658
4126483251939631|03|2233|277
4126486971819913|12|2228|779
4126489482464970|11|2227|494
4126482092250986|12|2227|131
4126488812298262|10|2230|311
4126487216552625|12|2228|582
4126481300099710|11|2226|552
4126484108530283|10|2226|119
4126481716553546|10|2225|263
4126481616746123|01|2233|612
4126486323984071|01|2225|248
4126488299639993|10|2225|275
4126488356430714|09|2230|822
4126482105327732|10|2223|624
4126488303577881|12|2230|651
4126482883692042|05|2231|500
4126488349590593|01|2226|883
4126487014709844|10|2225|686
4126482269507955|01|2232|549
4126483764208320|11|2223|568
4126485272505951|09|2225|618
4126483262083117|07|2233|677
4126487855602495|12|2224|407
4126484421195154|11|2223|508
4126483504191426|08|2231|655
4126481641250238|02|2229|343
4126486095549999|12|2225|179
4126482810805674|03|2232|958
4126488672814372|10|2231|916
4126481519036864|06|2225|381
4126484696531039|11|2231|350
4126482999671314|02|2229|646
4126489470621125|11|2228|552
4126484998916870|06|2232|447
4126489037009743|01|2229|634
4126486651889199|01|2230|275
4126485969907560|02|2225|127
4126487759936198|08|2230|136
4126485130795307|07|2224|206
4126481350226593|03|2224|902
4126485159168950|10|2227|255
4126488576606024|03|2229|158
4126484589410761|10|2229|355
4126485032775280|02|2226|941
4126488536876716|11|2226|546
4126485543146294|12|2230|158
4126484389583218|10|2223|516
4126481893272538|08|2232|849
4126487430613154|03|2226|405
4126486049803026|09|2227|662
4126481715993945|11|2233|898
4126483147254369|01|2227|262
4126481255843501|08|2225|248
4126484550691011|02|2224|390
4126486768000894|12|2233|560
4126489616849363|09|2225|752
4126482460353006|08|2233|754
4126489535746806|04|2227|931
4126481783825507|04|2230|735
4126484167591783|10|2226|701
4126481115231964|01|2225|616
4126489023057293|06|2228|254
4126484011314362|11|2229|292
4126489237317580|11|2226|579
4126485185082225|09|2224|695
4126485534218277|05|2227|544
4126486061673323|05|2228|569
4126486510053151|05|2231|699
4126487812797122|04|2224|284
4126487006842357|02|2233|742
4126489673267659|02|2232|705
4126485248456791|08|2233|617
4126487507277593|01|2233|369
4126481416360206|03|2227|886
4126483582322223|02|2229|248
4126483226586422|11|2223|237
4126484686321521|11|2226|191
4126484230736473|12|2228|511
4126489023419772|11|2230|342
4126485800875670|05|2225|478
4126483237869173|11|2223|777
4126486388466715|04|2225|961
4126483667794457|09|2233|454
4126489587915180|06|2226|448
4126481993423123|05|2223|231
4126483673158610|11|2223|995
4126488034298923|09|2229|997
4126488230749812|04|2233|368
4126485435019968|05|2223|778
4126485757280370|12|2231|194
4126489013936449|06|2229|375
4126489394287817|01|2228|949
4126483575029206|12|2225|269
4126485530574563|04|2224|421
4126487235350719|01|2227|760
4126487199930475|01|2232|690
4126482550453493|12|2227|223
4126486940569783|05|2226|121
4126487365124815|01|2229|629
4126483156721163|07|2232|364
4126486070958768|05|2229|945
4126487235062342|03|2223|938
4126486476434467|10|2223|418
4126482907925575|02|2226|277
4126486147890566|11|2226|959
4126483599735197|04|2227|254
4126484246010315|02|2226|172
4126484064990545|05|2225|707
4126484785264647|10|2228|145
4126489346713904|10|2225|231
4126488972916557|04|2225|313
4126484249127098|04|2225|783
4126482132153433|06|2231|953
4126489255986042|08|2223|995
4126488197546508|12|2231|413
4126483462172407|03|2232|882
4126482878468224|09|2230|154
4126488851066178|01|2223|574
4126485591329767|11|2230|969
4126485056937508|04|2228|637
4126482939750753|02|2232|980
4126484677647860|01|2230|119
4126489961004072|11|2223|234
4126486668789339|08|2225|461
4126483885718139|06|2233|303
4126483762347029|08|2230|268
4126487570417009|01|2226|423
4126488274658658|12|2224|973
4126488396347756|02|2223|312
4126488671997229|03|2232|435
4126488503877394|10|2224|223
4126484845912535|08|2226|262
4126485380855061|01|2233|995
4126482522968898|09|2226|138
4126489226843768|04|2227|634
4126487239106732|07|2225|343
4126482591406226|08|2230|954
4126487042608598|05|2229|406
4126484307818317|02|2226|722
4126484413950641|08|2229|165
4126484372540058|04|2233|331
4126482328866319|09|2226|775
4126487692709958|06|2226|367
4126488852701089|03|2230|732
4126481165953754|12|2230|661
4126483008500804|02|2224|902
4126487559058111|01|2224|850
4126485977653838|03|2230|426
4126487097506417|10|2233|522
4126482303564908|07|2225|293
4126486969172490|01|2231|570
4126486963116320|05|2225|599
4126481493173728|07|2230|249
4126481545820604|04|2223|958
4126484910902784|08|2232|572
4126485477911783|06|2232|678
4126486813054048|08|2232|173
4126485822734327|04|2223|892
4126481320681097|08|2230|855
4126487177364168|01|2232|528
4126481280709310|01|2226|877
4126485830778528|02|2224|851
4126488026788757|08|2229|341
4126486147394650|12|2224|243
4126485874137834|04|2228|669
4126486292223074|07|2227|812
4126481160493911|02|2231|650
4126483576164273|11|2225|904
4126484079894263|10|2233|933
4126484722068728|01|2232|866
4126488661969501|07|2225|401
4126483058271457|01|2229|818
4126484155569042|03|2233|594
4126487029417734|10|2226|207
4126489613107708|08|2233|187
4126486612881715|12|2228|797
4126485197547771|06|2230|754
4126484967941979|03|2227|482
4126489430769783|05|2230|432
4126485510408162|02|2232|669
4126483233024619|12|2225|977
4126482670129183|08|2228|510
4126481738123893|04|2229|208
4126484949281108|10|2232|977
4126486127618717|02|2229|824
4126484134737983|06|2231|755
4126488840904888|02|2227|911
4126489509775009|08|2230|440
4126487085063645|01|2231|961
4126484381882603|12|2229|890
4126486322025097|02|2233|527
4126488121347888|11|2229|879
4126487892705452|11|2232|758
4126482794298195|08|2233|607
4126487047094232|07|2232|554
4126488301899918|05|2229|230
4126486588047722|12|2230|605
4126489846535254|10|2230|267
4126483214437664|03|2226|580
4126481306862831|11|2228|564
4126487497742567|03|2227|478
4126484042992966|05|2227|273
4126488569304596|12|2223|486
4126488568895922|12|2232|123
4126486572636469|05|2226|924
4126484121512435|12|2226|619
4126481218126068|01|2233|369
4126481423270393|01|2223|243
4126488569770834|05|2228|584
4126484305603662|07|2230|597
4126481199291598|11|2231|863
4126486336529117|10|2230|724
4126485281902655|12|2226|265
4126482485540544|02|2225|621
4126488651924446|02|2229|397
4126481471612306|06|2228|680
4126486947304384|04|2231|892
4126485401725349|09|2228|554
4126488015028253|10|2226|447
4126489247532560|11|2228|868
4126483714650741|04|2227|312
4126488292824630|10|2230|644
4126482709429337|01|2225|767
4126485525903175|06|2228|221
4126484661997526|04|2228|307
4126487180753284|01|2227|166
4126485222259016|07|2228|797
4126483382989603|08|2233|778
4126481568243586|04|2233|551
4126488157981417|01|2232|256
4126482102109841|04|2233|401
4126489360665203|10|2232|929
4126487961632463|03|2233|674
4126481491049560|04|2229|514
4126485249808103|03|2226|596
4126486861157223|12|2224|125
4126481257753953|05|2229|223
4126487800886788|03|2232|993
4126481147488913|03|2226|473
4126482446866929|01|2233|404
4126481555356416|04|2226|833
4126486104541126|11|2226|650
4126484099472357|05|2225|342
4126487679958781|09|2232|348
4126487425752804|03|2228|827
4126484916115595|12|2232|856
4126484474252031|05|2229|618
4126483306320473|04|2229|904
4126487544039175|01|2230|531
4126485702768817|01|2228|694
4126482208488832|08|2231|744
4126488953270436|03|2231|454
4126486345006851|02|2224|913
4126488363928394|09|2231|568
4126482182162711|10|2230|418
4126487048175043|02|2223|284
4126485800798791|06|2227|878
4126481743140279|04|2225|356
4126487753986111|01|2230|461
4126482096915464|02|2226|952
4126489645415215|01|2226|688
4126487243612581|05|2228|567
4126481571914893|10|2224|604
4126489640372877|12|2231|905
4126489139151491|04|2232|597
4126489318760619|04|2225|817
4126481601571831|07|2228|770
4126485862630906|05|2223|455
4126486235662329|04|2229|114
4126483118534644|08|2226|900
4126483610850704|01|2223|907
4126487944043817|10|2226|381
4126489122226003|09|2225|970
4126481223415169|06|2229|943
4126482317742085|06|2224|116
4126486422510402|07|2227|303
4126482258225916|01|2233|248
4126481934106556|10|2226|180
4126482966740449|12|2227|557
4126488646973648|09|2232|147
4126481646636912|12|2226|650
4126484292980447|05|2230|840
4126484228684788|06|2228|433
4126482390483466|03|2224|473
4126481548727665|09|2225|827
4126487473102555|06|2227|910
4126483099205322|12|2229|190
4126485862120696|07|2226|717
4126487463928079|07|2226|702
4126486283687906|02|2227|687
4126482698889739|07|2226|939
4126488508098595|06|2227|738
4126483051110788|12|2226|343
4126486519707078|03|2230|521
4126489280580711|08|2231|448
4126481993474545|06|2228|152
4126481513043687|04|2226|538
4126484967827099|10|2231|245
4126484773104398|05|2226|769
4126481367810183|02|2223|728
4126488081273730|01|2232|838
4126484451394422|06|2231|970
4126486477007834|07|2233|790
4126487031507092|11|2229|652
4126489401174357|12|2226|556
4126489907929621|10|2225|799
4126482454514461|02|2225|357
4126485527131574|06|2231|565
4126489978299022|08|2231|497
4126485061035769|05|2226|618
4126486324296307|07|2223|808
4126483083072620|06|2228|616
4126486828462033|11|2231|635
4126488505282277|03|2227|560
4126488304477858|10|2227|129
4126488190732584|05|2223|734
4126487395239656|02|2224|922
4126485194737196|04|2226|206
4126481819084869|04|2228|862
4126487627603311|02|2231|555
4126488097499344|02|2227|343
4126489539554327|10|2229|586
4126486034367303|08|2231|430
4126481631716110|09|2225|511
4126486502276179|06|2224|135
4126487065965846|02|2233|360
4126487564323680|11|2230|442
4126483412160567|05|2231|197
4126481858089626|02|2231|557
4126482243324902|10|2226|118
4126481230066627|11|2228|179
4126483399243957|11|2226|901
4126484118348499|06|2226|373
4126486887015740|02|2226|764
4126481636694767|08|2231|935
4126489876294332|08|2229|973
4126483835236441|09|2233|804
4126482432376786|08|2229|266
4126485806644388|01|2225|362
4126483066915870|02|2226|538
4126488703939410|07|2224|947
4126486101670032|04|2227|117
4126482912561293|09|2225|893
4126487805122256|08|2223|338
4126482930225852|09|2231|997
4126486594416648|12|2228|179
4126481528253088|07|2228|363
4126481347154342|02|2233|441
4126482283126238|09|2226|444
4126489713689940|04|2227|652
4126488344844455|09|2224|544
4126482355183049|05|2225|904
4126484602855532|09|2226|165
4126485643096883|07|2226|664
4126483639560409|01|2223|561
4126485007553027|10|2227|553
4126481764916738|08|2232|330
4126489340460103|11|2231|241
4126486903534696|09|2223|689
4126483452595322|06|2231|586
4126483125722013|05|2226|544
4126487914897431|12|2229|150
4126481634027825|06|2227|822
4126485258628454|12|2232|657
4126486673059234|09|2232|744
4126481937515620|04|2230|722
4126483352208100|02|2224|643
4126482837743446|03|2232|721
4126481602723015|04|2232|776
4126489425370951|01|2233|738
4126485867480112|01|2230|181
4126487701125948|10|2228|535
4126488969213510|04|2233|732
4126481281462206|04|2223|331
4126483944020470|05|2230|689
4126485685221707|11|2233|476
4126488758090901|10|2230|987
4126488701413866|02|2232|231
4126482620072390|05|2225|944
4126486968049391|12|2230|184
4126489763338058|06|2233|551
4126489348586526|12|2231|841
4126488237799518|04|2233|800
4126484647827953|01|2225|559
4126484595015407|03|2227|356
4126485667677822|06|2225|694
